stoxx_id,name,isin,sedol,ric,date,ADTV_3M_EUR
CN32DH,CHINA TUNGSTEN &HIGHTECH 'A' (CCS),CNE0000006M4,BD5M023,000657.ZK,12/18/2023,14661432.007705
CN32EI,ZY Tungsten 'A' (CCS),CNE100000MX2,BD5M0B2,002378.ZK,12/18/2023,5501959.39679259
CN32FJ,CPT TECH.(GROUP) 'A' (CCS),CNE0000002D2,BD5M0T0,000536.ZK,12/18/2023,144247909.836044
CN32GK,NANSHAN HOLDING 'A' (CCS),CNE100000HS2,BD5M0V2,002314.ZK,12/18/2023,8112960.62941503
CN32HL,NORTH HUAJIN CHEMICAL 'A' (CCS),CNE000000NY9,BD5M1S6,000059.ZK,12/18/2023,6757266.4831148
CN32IM,Zhejiang Supor 'A' (CCS),CNE000001KS5,BD5M227,002032.ZK,12/18/2023,9089380.18943884
CN32JN,HISENSE KELON ELECT.HDG. 'A' (CCS),CNE000000LC9,BD5M2M7,000921.ZK,12/18/2023,18421546.0219233
CN32KO,XZ Construction 'A' (CCS),CNE000000FH0,BD5CM27,000425.ZK,12/18/2023,38659008.4903011
CN32LP,Zhongnan Cons 'A' (CCS),CNE0000011P7,BD5CGZ8,000961.ZK,12/18/2023,18268663.0524328
CN32MQ,SHANGHAI RUNDA MED.TECH. A' (CCS),CNE100002318,BYV1VF1,603108.SH,12/18/2023,170471648.339773
CN32NR,SHANGHAI FLYCO ELECT. APPC.'A' (CCS),CNE100002771,BYV1VP1,603868.SH,12/18/2023,5578066.48624939
CN32OS,YUNNAN BAIYAO GROUP 'A' (CCS),CNE0000008X7,BD5CP95,000538.ZK,12/18/2023,42701547.3510492
CN32PT,DIGITAL CHINA GP.'A' (CCS),CNE000000DQ6,BYXLK18,000034.ZK,12/18/2023,128799663.019501
CN32QU,CGN NUCLEAR TECH. DEVELOP. 'A' (CCS),CNE000000842,BD73KV3,000881.ZK,12/18/2023,9374140.92479529
CN32RV,Yinlun Machinery 'A' (CCS),CNE100000072,BD73L32,002126.ZK,12/18/2023,30894040.3585586
CN32SW,SHENZHEN TOPBAND 'A' (CCS),CNE1000005H4,BD73L43,002139.ZK,12/18/2023,23932748.4773439
CN32TX,GUANGZHOU ZHG.ELEC.'A' (CCS),CNE1000006T7,BD73L54,002169.ZK,12/18/2023,5271753.11238663
CN32UY,TOPSEC TECHS. GP.'A' (CCS),CNE1000009B9,BD73L76,002212.ZK,12/18/2023,17801165.6305808
CN32VZ,SHENZHEN CLICK TECH.'A' (CCS),CNE1000024P8,BD73MQ2,002782.ZK,12/18/2023,36051851.1592261
CN32W0,Beijing BDStar 'A' (CCS),CNE100000643,BD5CB86,002151.ZK,12/18/2023,54377179.01409
CN32X1,SHAANXI TRUST 'A' (CCS),CNE0000004F3,BD5CF84,000563.ZK,12/18/2023,11600778.4557364
CN32Y2,GENIMOUS TECHNOLOGY 'A' (CCS),CNE000000NN2,BD5CQC5,000676.ZK,12/18/2023,120866576.537247
CN32Z3,CENTRAL CHINA SECS.'A' (CCS),CNE100002FF9,BYXS0X1,601375.SH,12/18/2023,19298279.3233262
CN3305,AOTECAR NEW ENERGY TECH. 'A' (CCS),CNE100000BL0,BD5M1N1,002239.ZK,12/18/2023,48030138.0473234
CN3316,SUZHOU ANJIE TECH.'A' (CCS),CNE1000019B8,BD5LW13,002635.ZK,12/18/2023,13237378.6683473
CN3327,FUJIAN STAR-NET COMM.'A' (CCS),CNE100000QF0,BD5C9T3,002396.ZK,12/18/2023,14097667.3538425
CN3338,SHANGHAI ENVM.GP.'A' (CCS),CNE100002FJ1,BF2X0W3,601200.SH,12/18/2023,4861422.17551975
CN3349,HANGCHA GP.'A' (CCS),CNE100002FY0,BYW5N45,603298.SH,12/18/2023,14459740.268419
CN335A,SHDG.BUCHANG PHARMS.'A' (CCS),CNE100002FV6,BYW5NC3,603858.SH,12/18/2023,13180035.2338936
CN336B,CHINA MEDIA 'A' (CCS),CNE100002G50,BYW5ND4,603888.SH,12/18/2023,48279325.7386324
CN337C,JASON FRTR.HGZO.'A' (CCS),CNE100002GF7,BYW5R09,603816.SH,12/18/2023,19040013.7107956
CN338D,NINGXIA ZHGCHME.'A' (CCS),CNE0000013C1,BD5LXQ5,000982.ZK,12/18/2023,13104294.0912204
CN339E,SHN.CEREALS HLDGS.'A' (CCS),CNE000000354,BD6QTL6,000019.ZK,12/18/2023,4247661.01668351
CN33AF,Goworld 'A' (CCS),CNE000000T26,BD6QV10,000823.ZK,12/18/2023,6301038.00109871
CN33BG,GUANGDONG KAIPING 'A' (CCS),CNE0000012S9,BD6QV32,000976.ZK,12/18/2023,3931720.79649196
CN33CH,SANSTEEL MINGUANG 'A' (CCS),CNE000001QF9,BD6QV87,002110.ZK,12/18/2023,6712096.0137442
CN33D4,KINGCHEM (LIAONING) LIFE SCIENCE 'A' (CCS),CNE1000066M6,BN4P595,301509.ZK,12/18/2023,38196932.5372196
CN33DI,GCL SY.INTG.TECH.'A' (CCS),CNE100000WW3,BD6QVT8,002506.ZK,12/18/2023,11726943.4634614
CN33EJ,SHANDONG XIANTAN 'A' (CCS),CNE100001X27,BD6QW40,002746.ZK,12/18/2023,9095357.94907686
CN33FK,Shen Huo 'A' (CCS),CNE000001097,BD6QWQ2,000933.ZK,12/18/2023,49262296.6356283
CN33GL,SHENZHEN YUTO PACKAGING TECH A (CCS),CNE100002H00,BD6QWS4,002831.ZK,12/18/2023,7719373.81476905
CN33HM,ZHESHANG SECURITIES 'A' (CCS),CNE100002R65,BFB4KN8,601878.SH,12/18/2023,55270455.6978006
CN33IN,JUWEI FOOD 'A' (CCS),CNE100002RT5,BFF1YN3,603517.SH,12/18/2023,19074138.2492961
CN33JO,KUNSHAN KERSEN SCTC.'A' (CCS),CNE100002RL2,BFF1YT9,603626.SH,12/18/2023,22092744.9036042
CN33KP,SHANGHAI DAIMAY AUTV. INT. 'A' (CCS),CNE100002RD9,BFF1YW2,603730.SH,12/18/2023,6862561.04707603
CN33LQ,ZHEJIANG HUAYOU COB.'A' (CCS),CNE100001VW3,BFF5BV2,603799.SH,12/18/2023,86878017.5652014
CN33MR,Hlj Agriclture 'A' (CCS),CNE0000019Z9,BFF5BX4,600598.SH,12/18/2023,14392203.6821129
CN33NS,SHANXI MEIJIN ENERGY 'A' (CCS),CNE0000005J2,BFCCPV4,000723.ZK,12/18/2023,20841930.2537974
CN33OT,Cnhtc Truck 'A' (CCS),CNE0000010Y1,BFCCPZ8,000951.ZK,12/18/2023,19202076.1505512
CN33P6,FORTIOR TECHNOLOGY(SHENZHEN) 'A' (CCS),CNE1000059B4,BNDKPH9,688279.SH,12/18/2023,9378208.18861879
CN33PU,ZHEJIANG COMMUNICATIONS 'A' (CCS),CNE000001NF6,BFCCQ11,002061.ZK,12/18/2023,6869784.82750094
CN33QV,CHOW TAI SENG JEWELLERY 'A' (CCS),CNE100002QJ8,BFCCQP5,002867.ZK,12/18/2023,12538613.8973142
CN33RW,SICHUAN NEW ENERGY POWER 'A' (CCS),CNE0000014Z0,BFY8G62,000155.ZK,12/18/2023,28677221.5315411
CN33SX,CN.MRCH.EXPWY.NET&TECH.HDG.'A' (CCS),CNE1000032B1,BFY8GC8,001965.ZK,12/18/2023,10747701.2612504
CN33TY,HZ OXYGEN PLANT 'A' (CCS),CNE100000Q68,BFY8GG2,002430.ZK,12/18/2023,11490690.1168246
CN33UZ,DOUBLE MEDICAL TECHNOLOGY 'A' (CCS),CNE1000032W7,BFY8GN9,002901.ZK,12/18/2023,11858452.9096196
CN33V0,FORYOU 'A' (CCS),CNE100003670,BFY8GP1,002906.ZK,12/18/2023,48922112.0211383
CN33W1,SHENNAN CIRCUITS 'A' (CCS),CNE100003373,BFY8GV7,002916.ZK,12/18/2023,22129748.9768018
CN33X2,CHINA RARE EARTH RES. AND TECH. 'A' (CCS),CNE000000WS2,BFY8HG9,000831.ZK,12/18/2023,37173495.1315916
CN33Y3,CHINA MERCHANTS PORT GROUP 'A' (CCS),CNE000000818,BD25NM6,001872.ZK,12/18/2023,4932659.20254265
CN33Z4,JINYUAN EP 'A' (CCS),CNE0000004G1,BFY8G84,000546.ZK,12/18/2023,38428782.4544311
CN3406,JIANGSU YOKE TECH.'A' (CCS),CNE100000PG0,BFY8GF1,002409.ZK,12/18/2023,58893900.5193215
CN3417,360 SECURITY TECHNOLOGY 'A' (CCS),CNE100002RZ2,BDF57C1,601360.SH,12/18/2023,101354053.497942
CN3428,BANK OF ZHENGZHOU 'A' (CCS),CNE1000036Q0,BGRDXR1,002936.ZK,12/18/2023,7703644.7964306
CN3439,FOXCONN INDUST. INTERNET 'A' (CCS),CNE1000031P3,BG20N99,601138.SH,12/18/2023,211619242.384073
CN344A,WUXI APPTEC 'A' (CCS),CNE1000031K4,BHWLWV4,603259.SH,12/18/2023,202051050.372592
CN345B,YIJIAHE TECHNOLOGY 'A' (CCS),CNE1000031Q1,BFYX634,603666.SH,12/18/2023,17837286.0543459
CN346C,MILKYWAY CHEM. SUPPLY CHAIN'A' (CCS),CNE1000036C0,BFYX656,603713.SH,12/18/2023,7744026.42832109
CN347D,GUANGZHOU RESTAURANT GP. 'A' (CCS),CNE100003FH3,BFYX6C3,603043.SH,12/18/2023,6053032.90659724
CN348E,DAZZLE FASHION 'A' (CCS),CNE100003FG5,BFYX6D4,603587.SH,12/18/2023,4163838.76793257
CN349F,SUZHOU SECOTE PREC. ELEC. 'A' (CCS),CNE100002T55,BHL0Y83,603283.SH,12/18/2023,44586589.8073918
CN34AG,SHANGHAI FENGYUZHU C&T A (CCS),CNE100002V69,BHL0YB6,603466.SH,12/18/2023,27410099.4357514
CN34BH,QINGDAO GON TECH.'A' (CCS),CNE100002086,BHQPRR3,002768.ZK,12/18/2023,4809008.71309434
CN34CI,SHN.MEGMEET ELECT.'A' (CCS),CNE100002JV8,BHQPRT5,002851.ZK,12/18/2023,11126838.3460384
CN34DJ,HUAXI SECURITIES 'A' (CCS),CNE1000033J2,BHQPRV7,002926.ZK,12/18/2023,16458079.1390169
CN34EK,CHINA EXPRESS AIRLINES 'A' (CCS),CNE1000033L8,BHQPRW8,002928.ZK,12/18/2023,14008197.3587134
CN34FL,HAINAN HAIDE CAPITAL MGMT.'A' (CCS),CNE0000005V7,BHQPSZ8,000567.ZK,12/18/2023,6544582.47142211
CN34GM,FLAT GLASS GROUP 'A' (CCS),CNE100003HV0,BJLMPM4,601865.SH,12/18/2023,16624793.6007953
CN34HN,ZHEJ.JIECANG LINEAR 'A' (CCS),CNE100003F68,BK947S9,603583.SH,12/18/2023,20452200.602323
CN34IO,WILL SEMICONDUCTOR 'A' (CCS),CNE100002XM8,BK947V2,603501.SH,12/18/2023,132215538.017859
CN34JP,CHINA GREATWALL SECURITIES 'A' (CCS),CNE100003GD0,BKDQ811,002939.ZK,12/18/2023,22062148.2844064
CN34KQ,QINGDAO RURAL COMMER. BANK 'A' (CCS),CNE100003JQ6,BK4XYB3,002958.ZK,12/18/2023,8386723.60417347
CN34LR,SINOSOFT 'A' (CCS),CNE100003PB5,BK71FY4,603927.SH,12/18/2023,14991375.5046639
CN34MS,KEBODA TECHNOLOGY 'A' (CCS),CNE100003P41,BK71FZ5,603786.SH,12/18/2023,7456005.7026342
CN34NT,BANK OF SUZHOU 'A' (CCS),CNE100003LQ2,BK71760,002966.ZK,12/18/2023,17817996.9219685
CN34OU,NJIN.CHERVON AUTO PRTCH. 'A' (CCS),CNE100003LD0,BK718P6,603982.SH,12/18/2023,25907236.0972848
CN34PV,BEJ.YUANLIU HX. ELTECH. 'A' (CCS),CNE100003LG3,BK71BP7,603267.SH,12/18/2023,27960276.8311081
CN34QW,BEJ.UTD.ITECH.'A' (CCS),CNE100003M28,BK71CY3,603613.SH,12/18/2023,29657447.3353715
CN34RX,CHINA PUBLISHING & MEDIA HDG A (CCS),CNE100002W68,BKM3FC3,601949.SH,12/18/2023,32094245.8880115
CN34SY,ANHUI GENUINE NMTS.'A' (CCS),CNE100002Z57,BKM3FF6,603429.SH,12/18/2023,4636068.15933845
CN34TZ,FUJIAN XIAMEN XIANGYU 'A' (CCS),CNE000000QN5,BKM3FV2,600057.SH,12/18/2023,10899133.9311999
CN34U0,GANSU SHANGFENG CMT.'A' (CCS),CNE0000004Q0,BL61WF2,000672.ZK,12/18/2023,8220549.50890796
CN34V1,SICHUAN ANNING IRON & TI. 'A' (CCS),CNE100003S63,BL6CMF5,002978.ZK,12/18/2023,4864679.7390109
CN34W2,CHINA LEADSHINE TECHNOLOGY 'A' (CCS),CNE100003SM6,BL6CQL9,002979.ZK,12/18/2023,20673943.4120087
CN34X3,STATE GRID INFO & COMM 'A' (CCS),CNE000000VJ3,BP3RMQ2,600131.SH,12/18/2023,17626556.0141698
CN34Y4,XIAMEN JIHONG TECHNOLOGY 'A' (CCS),CNE1000027L0,BMTCVP2,002803.ZK,12/18/2023,37210757.7312899
CN34Z5,SICHUAN LU TIAN HUA 'A' (CCS),CNE000000Z02,BMVB2C1,000912.ZK,12/18/2023,7114831.14666145
CN3507,LUSHANG FREDA PHARMACEUTICAL 'A' (CCS),CNE000001147,BMVB2V0,600223.SH,12/18/2023,11367756.0224179
CN3518,EASYHOME NEW RETAIL GROUP 'A' (CCS),CNE0000001N3,BMVB4Y7,000785.ZK,12/18/2023,6776613.82412864
CN3529,LUO.PHARMS.GP.STK. 'A' (CCS),CNE1000026S7,BMVB511,002793.ZK,12/18/2023,11083968.07816
CN353A,CHINA SUNTIEN GREEN ENERGY 'A' (CCS),CNE100003ZJ7,BMQ63N9,600956.SH,12/18/2023,5269061.00599026
CN354B,THREE S COMPANY MEDIA GRP 'A' (CCS),CNE100003ZY6,BMXTYS3,605168.SH,12/18/2023,23946758.9072819
CN355C,GUOLIAN SECURITIES 'A' (CCS),CNE1000041D8,BMCZBW5,601456.SH,12/18/2023,91668811.4840897
CN356D,BANK OF CHONGQING 'A' (CCS),CNE100004C60,BMZ58C1,601963.SH,12/18/2023,4133559.42231124
CN357E,TIJ.YOU FA SPIP.GP. STK. 'A' (CCS),CNE100004HS4,BNR4N51,601686.SH,12/18/2023,3643803.19534991
CN358F,QDO.HIRON COML.COLD CHN. 'A' (CCS),CNE100003JG7,BNR4N73,603187.SH,12/18/2023,5795515.58106856
CN359G,AI.CUANON TECH. (SHANGHAI) 'A' (CCS),CNE100002VH2,BNR4N95,603378.SH,12/18/2023,6645395.96670264
CN35AH,HANGZHOU HAOYUE PERS. CARE 'A' (CCS),CNE100004306,BNR4NG2,605009.SH,12/18/2023,3724439.98468136
CN35BI,JINHUI LIQUOR 'A' (CCS),CNE1000026H0,BNR4NM8,603919.SH,12/18/2023,14788872.9962298
CN35CJ,SHENZHEN KINGKEY SMART AGR 'A' (CCS),CNE000000HD5,BKP87C9,000048.ZK,12/18/2023,11870613.63281
CN35DK,SHENZHEN SUNNYPOL OPTOEL 'A' (CCS),CNE100002Q82,BP91M68,002876.ZK,12/18/2023,18495749.8041042
CN35EL,LEVIMA ADVANCED MATERIALS 'A' (CCS),CNE100004942,BP91M80,003022.ZK,12/18/2023,9624623.42805495
CN35FM,ZHE JIANG LI ZI YUAN FOOD 'A' (CCS),CNE100005493,BP91NH6,605337.SH,12/18/2023,6552943.3632323
CN35GN,CHIN.STHN.PWR.GRID &CLN NRG A (CCS),CNE100004CH8,BP91MN5,003035.ZK,12/18/2023,6199487.84035811
CN35HO,GUANGDONG SHUNKONG DEV. 'A' (CCS),CNE100004FX8,BP91N32,003039.ZK,12/18/2023,11457646.0382243
CN35IP,NINGBO HAITIAN PRECN. MCH.'A' (CCS),CNE100003HW8,BP91NC1,601882.SH,12/18/2023,6804299.25251189
CN35JQ,CHINA THREE GORGES RENEWA 'A' (CCS),CNE1000051F2,BP91P36,600905.SH,12/18/2023,34877233.0984582
CN35KR,LUYANG ENERGY-SAVING MAT. 'A' (CCS),CNE000001PK1,BMCDQ24,002088.ZK,12/18/2023,3449086.45497776
CN35LS,NORTH COPPER CO LTD 'A' (CCS),CNE000000PR8,BQ3RQ56,000737.ZK,12/18/2023,5093264.13394873
CN35MT,DAJIN HEAVY INDUSTRY 'A' (CCS),CNE100000VV7,BQ3RQ89,002487.ZK,12/18/2023,62760382.5527995
CN35NU,HUNAN KAIMEITE GASES 'A' (CCS),CNE100001062,BQ3RQ90,002549.ZK,12/18/2023,13205167.4573273
CN35OV,SHAI.HUAFON ACP.'A' (CCS),CNE100004355,BQ3RWY7,601702.SH,12/18/2023,7807972.34039891
CN35PW,SHANGHAI RURAL COMM. BANK 'A' (CCS),CNE100004QD7,BQ3RWZ8,601825.SH,12/18/2023,9976626.7493869
CN35QX,SD LONGDA MEISHI 'A' (CCS),CNE100001WH2,BKDQ7Y7,002726.ZK,12/18/2023,10053408.9541161
CN35RY,BEIJING AOSAIKANG PHARMA 'A' (CCS),CNE100001X92,BKDQ7Z8,002755.ZK,12/18/2023,9413548.43707066
CN35SZ,AVARY HOLDING (SHENZHEN) 'A' (CCS),CNE100003GF5,BKDQ800,002938.ZK,12/18/2023,27033003.2311116
CN35T0,SICHUAN TEWAY FOOD GROUP 'A' (CCS),CNE100003LK5,BK4XS33,603317.SH,12/18/2023,8720548.31889778
CN35U1,JIANGSU GUOMAO REDUCER 'A' (CCS),CNE100003LB4,BK4XS44,603915.SH,12/18/2023,9266879.87133931
CN35V2,NINGXIA BAOFENG ENERGY GRP 'A' (CCS),CNE100003LF5,BK4XS99,600989.SH,12/18/2023,26836958.8478129
CN35W3,CGN POWER 'A' (CCS),CNE100003N43,BKT6GZ5,003816.ZK,12/18/2023,32652649.5513177
CN35X4,CHONGQING RURAL COMM. BANK 'A' (CCS),CNE100003NZ9,BJLWMG7,601077.SH,12/18/2023,31897350.5206993
CN35Y5,BEIDA JD.BIRD 'A' (CCS),CNE100003N68,BK717G0,002960.ZK,12/18/2023,6961809.65764619
CN35Z6,QUECTEL WIRELESS SOLUTIONS 'A' (CCS),CNE100003N01,BK71FL1,603236.SH,12/18/2023,30409588.3561836
CN3608,CHINA ZHESHANG BANK 'A' (CCS),CNE100003PS9,BK96BF0,601916.SH,12/18/2023,30665633.8677586
CN3619,PROYA COSMETICS 'A' (CCS),CNE100002TP9,BKM3FN4,603605.SH,12/18/2023,25425352.852219
CN362A,HBIS RESOURCES 'A' (CCS),CNE000000ZK2,BL4P3V9,000923.ZK,12/18/2023,13712247.0612141
CN363B,POST.SAVING.BANK of CHINA 'A' (CCS),CNE100003PZ4,BL61XF9,601658.SH,12/18/2023,57122107.0848902
CN364C,BEIJING-SHANGHAI HSR 'A' (CCS),CNE100003RV9,BL58M76,601816.SH,12/18/2023,42752361.9133011
CN365D,STARPOWER SEMICONDUCTOR 'A' (CCS),CNE100003RN6,BL58R37,603290.SH,12/18/2023,48101558.6251238
CN366E,GRG METROLOGY & TEST GROUP 'A' (CCS),CNE100003Q57,BL6CND0,002967.ZK,12/18/2023,8665866.44804263
CN367F,BAFANG ELECTRIC (SUZHOU) 'A' (CCS),CNE100003PQ3,BL591D8,603489.SH,12/18/2023,8422684.49263835
CN368G,ERA 'A' (CCS),CNE1000019M5,BMTCVV8,002641.ZK,12/18/2023,6222030.90411914
CN369H,RIYUE HEAVY IND.'A' (CCS),CNE100003J15,BMTCX56,603218.SH,12/18/2023,15592193.1978521
CN36AI,CHINA DESIGN GROUP (CCS),CNE100001W51,BMTCXC3,603018.SH,12/18/2023,8886688.5791432
CN36BJ,JIANGSU AMER NEW MATERIAL (CCS),CNE1000008T3,BMVB2F4,002201.ZK,12/18/2023,15105934.2505012
CN36CK,Yongxing Spec. Mat. Tech. 'A' (CCS),CNE100001XB3,BMVB2H6,002756.ZK,12/18/2023,65335843.6526648
CN36DL,SHENZHEN LEAGUER 'A' (CCS),CNE100000BR7,BMVB2P4,002243.ZK,12/18/2023,12745105.3185342
CN36EM,Pharm Glass 'A' (CCS),CNE000001BG9,BMVB2W1,600529.SH,12/18/2023,21056347.1566526
CN36FN,ZHONGTAI SECURITIES 'A' (CCS),CNE100004900,BMXTWL2,600918.SH,12/18/2023,20949298.4817717
CN36GO,BEI MO GAO FRICTION MTRL 'A' (CCS),CNE100003SS3,BMXV144,002985.ZK,12/18/2023,12680863.7517914
CN36HP,CHONGQING SANFENG END GRP 'A' (CCS),CNE100003ZV2,BMXVC07,601827.SH,12/18/2023,3813873.4810161
CN36IQ,JIANGSHAN OUPAI DOOR IND.'A' (CCS),CNE100002YX3,BMGPLL0,603208.SH,12/18/2023,7369691.32339708
CN36JR,SHANGHAI QIFAN CABLE 'A' (CCS),CNE1000041B2,BMGPLQ5,605222.SH,12/18/2023,6215541.67366826
CN36KS,INMYSHOW DIGITAL TECH. 'A' (CCS),CNE0000018Q0,BMQ8T71,600556.SH,12/18/2023,19159508.4832997
CN36LT,HEFEI URBAN CON.DEV.'A' (CCS),CNE100000940,BMQBT69,002208.ZK,12/18/2023,8243909.71471785
CN36MU,ZHEJIANG CFMOTO POWER'A' (CCS),CNE100002W84,BMQBVH4,603129.SH,12/18/2023,17614828.5072036
CN36NV,HAINAN HULUWA PHARMA. GRP 'A' (CCS),CNE100004223,BMQBVK7,605199.SH,12/18/2023,15215908.0275022
CN36OW,ZHEJIANG JIUZHOU PHARM. 'A' (CCS),CNE100001W36,BMQBVL8,603456.SH,12/18/2023,32233551.4194708
CN36PX,XIAMEN BANK 'A' (CCS),CNE100004HT2,BNR4N40,601187.SH,12/18/2023,6754704.43750579
CN36QY,HEALTHCARE 'A' (CCS),CNE1000030G4,BNR4N84,603313.SH,12/18/2023,5354660.18130251
CN36RZ,SHANDONG HEAD GROUP 'A' (CCS),CNE100002BP7,BNR4M43,002810.ZK,12/18/2023,10515121.314249
CN36S0,CHINALIN SECURITIES 'A' (CCS),CNE100003JH5,BNR4M54,002945.ZK,12/18/2023,23653231.3287846
CN36T1,Xinxiang Chem 'A' (CCS),CNE0000010N4,BP91M24,000949.ZK,12/18/2023,3937894.81411088
CN36U2,JIANGSU HUAHONG TECH. STK 'A' (CCS),CNE1000019V6,BP91M46,002645.ZK,12/18/2023,6932640.07177656
CN36V3,CHUTIAN DRAGON 'A' (CCS),CNE100004FY6,BP91MB3,003040.ZK,12/18/2023,39203487.3788302
CN36W4,GEPIC ENERGY DEV.'A' (CCS),CNE000000T42,BP91MZ7,000791.ZK,12/18/2023,6481922.18524196
CN36X5,HANGZHOU LION ELECTRONICS 'A' (CCS),CNE100004314,BP91NJ8,605358.SH,12/18/2023,26021970.1885678
CN36Y6,JIANGSU BOQIAN NEW MATLS. 'A' (CCS),CNE100005568,BP91NK9,605376.SH,12/18/2023,5990172.76049422
CN36Z7,EASTROC BEVERAGE (GROUP) 'A' (CCS),CNE100005576,BP91NL0,605499.SH,12/18/2023,17861141.6175287
CN3709,JIANGXI JOVO ENERGY 'A' (CCS),CNE1000051T3,BQ3RX77,605090.SH,12/18/2023,26273626.9081569
CN371A,WUHAN EASYDIAGNOSIS BIOMED.'A' (CCS),CNE1000033Q7,BQ3RQB2,002932.ZK,12/18/2023,7797343.79648758
CN372B,CHENGDU SPACEON ELECTRO 'A' (CCS),CNE100003GH1,BQ3RQZ6,002935.ZK,12/18/2023,12659147.7818658
CN373C,LIHUAYI WEIYUAN CHEMICAL 'A' (CCS),CNE100005097,BQ3RWW5,600955.SH,12/18/2023,2777109.99185348
CN3742,HANGZHOU HONGHUA DIGITAL TECHNOLOGY 'A' (CCS),CNE100004PD9,BNHPPR0,688789.SH,12/18/2023,8681261.33678825
CN374D,TKD SCIENCE AND TECHNOLOGY 'A' (CCS),CNE1000030J8,BQ3RX44,603738.SH,12/18/2023,33410032.4576358
CN375E,JIANGSU LOPAL TECH 'A' (CCS),CNE100002Y09,BQ3RX55,603906.SH,12/18/2023,13720650.8163012
CN376F,WENCAN GROUP 'A' (CCS),CNE1000031J6,BQ3RX33,603348.SH,12/18/2023,28125999.6564382
CN377G,BERRY GENOMICS A (CCS),CNE000000PN7,BFFJRH2,000710.ZK,12/18/2023,36948127.5455186
CN378H,CAITONG SECURITIES 'A' (CCS),CNE100002V44,BFY9KS5,601108.SH,12/18/2023,41316440.314338
CN379I,ANHUI TRANSPORT CNSL.&. DSGN (CCS),CNE100002WL2,BF2DZD9,603357.SH,12/18/2023,9214026.82880654
CN37AJ,SHAI.PUTAILAI NEW EN. TECH.'A' (CCS),CNE100002TX3,BF2DZJ5,603659.SH,12/18/2023,35616326.5248725
CN37BK,JIANGSU JYN.RUR.CMLBK. 'A' (CCS),CNE100002BL6,BFY8GK6,002807.ZK,12/18/2023,7543832.03158901
CN37CL,CEVIA Enviro. 'A' (CCS),CNE000000Y45,BFY8GB7,000885.ZK,12/18/2023,5781978.54095984
CN37DM,AOSHIKANG TECHNOLOGY 'A' (CCS),CNE100003357,BFY8GT5,002913.ZK,12/18/2023,13364658.5874799
CN37EN,SICHUAN HEXIE SHUANGMA 'A' (CCS),CNE000001048,BFY8HH0,000935.ZK,12/18/2023,8559344.00865557
CN37FO,THE PEOP.S INCM. (GROUP) OFC A (CCS),CNE100003F27,BDFS9G8,601319.SH,12/18/2023,34553325.4366959
CN37GP,ZBOM HOME COLLECTION 'A' (CCS),CNE100002QR1,BFMXLP3,603801.SH,12/18/2023,13036848.5547345
CN37HQ,BETHEL AUTO. SAFETY SYS. 'A' (CCS),CNE1000030Y7,BFYX623,603596.SH,12/18/2023,35004804.6964694
CN37IR,XIANHE 'A' (CCS),CNE1000031H0,BFYX667,603733.SH,12/18/2023,5962458.09833596
CN37JS,Zhejiang Weixing 'A' (CCS),CNE000001JH0,BHQPRH3,002003.ZK,12/18/2023,5608452.20645175
CN37KT,RUNJIAN 'A' (CCS),CNE1000033M6,BHQPRX9,002929.ZK,12/18/2023,89600089.6699551
CN37LU,GNGD.GT.RVR.SMARTER LOGIST.'A' (CCS),CNE1000033N4,BHQPRY0,002930.ZK,12/18/2023,2961647.25214288
CN37MV,BANK OF QINGDAO 'A' (CCS),CNE100003K38,BHZM366,002948.ZK,12/18/2023,8302037.85582859
CN37NW,QINGDAO PORT INTERNATIONAL 'A' (CCS),CNE100003GT6,BJBPNF2,601298.SH,12/18/2023,7246970.69372734
CN37OX,WANGNENG ENVIRONMENT 'A' (CCS),CNE000001KW7,BHRV3M7,002034.ZK,12/18/2023,3879354.06201754
CN37PY,JOINN LABORATORIES CHINA 'A' (CCS),CNE100002W27,BK94819,603127.SH,12/18/2023,48867279.3772675
CN37QZ,YANTAI EDDIE PRECN.MCH. 'A' (CCS),CNE100002Z65,BK947P6,603638.SH,12/18/2023,4986575.62913061
CN37R0,MING YANG SMART ENERGY GROUP A (CCS),CNE100003HQ0,BK94864,601615.SH,12/18/2023,31640506.7488132
CN37S1,SHANGHAI LINGANG HOLDINGS 'A' (CCS),CNE000000C74,BK947Q7,600848.SH,12/18/2023,5691826.57066429
CN37T2,BANK OF CHANGSHA 'A' (CCS),CNE100003F50,BK94875,601577.SH,12/18/2023,12490017.4264275
CN37U3,CQ PHARMACEUTICAL HOLDING 'A' (CCS),CNE0000010K0,BKDQ7W5,000950.ZK,12/18/2023,14722911.4920921
CN37V4,NEW HOPE DAIRY 'A' (CCS),CNE100003JJ1,BK4XY68,002946.ZK,12/18/2023,6844572.82646055
CN37W5,XJG.COMMS.CON.GP. 'A' (CCS),CNE100003FM3,BK4XY80,002941.ZK,12/18/2023,46303186.4008603
CN37X6,SHENZHEN COLIBRI TECH 'A' (CCS),CNE100003LR0,BK71771,002957.ZK,12/18/2023,28196243.0871039
CN37Y7,BEAR ELECTRIC APPLIANCE 'A' (CCS),CNE100003N27,BK717C6,002959.ZK,12/18/2023,8929389.24417955
CN37Z8,JINGJIN EQUIPMENT INC 'A' (CCS),CNE100003M36,BK71CZ4,603279.SH,12/18/2023,7399625.95929482
