stoxx_id,name,isin,sedol,ric,date,ADTV_3M_EUR
CN2MD0,SICHUAN ROAD & BRIDGE 'A' (CCS),CNE000001DQ4,BP3RBG5,600039.SH,3/18/2024,25617700.4949756
CN2ME1,Sh DaZhong 'A' (CCS),CNE0000007Y7,BP3RBM1,600635.SH,3/18/2024,5746951.23864313
CN2MF2,Sinoma Engine 'A' (CCS),CNE000001LS3,BP3RBX2,600970.SH,3/18/2024,27720850.6893355
CN2MG3,Shengyi Tech 'A' (CCS),CNE000000XL5,BP3RC39,600183.SH,3/18/2024,36485954.0389727
CN2MH4,Jinqiao Export 'A' (CCS),CNE000000404,BP3RCF1,600639.SH,3/18/2024,40188353.2703718
CN2MI5,SHENZHEN KINGDOM TECH. 'A' (CCS),CNE000001GF0,BP3RCG2,600446.SH,3/18/2024,64295126.5993829
CN2MJ6,Lao Feng Xiang 'A' (CCS),CNE000000537,BP3RCP1,600612.SH,3/18/2024,14282436.5258969
CN2MK7,ZHENGZHOU COAL MNG.MCH. GP.'A' (CCS),CNE100000S58,BP3RCS4,601717.SH,3/18/2024,29945255.1582074
CN2ML8,BEIJING NORTH STAR 'A' (CCS),CNE000001NZ4,BP3RCY0,601588.SH,3/18/2024,6003422.29136641
CN2MM9,Hualu Hs Chem 'A' (CCS),CNE000001BM7,BP3RDC5,600426.SH,3/18/2024,42387464.2971821
CN2MNA,SHANGHAI MALING AQUARIUS A (CCS),CNE000000RS2,BP3RDN6,600073.SH,3/18/2024,7467740.84529748
CN2MOB,SICHUAN HEBANG 'A' (CCS),CNE100001JM9,BP3RF41,603077.SH,3/18/2024,19210882.8473238
CN2MPC,Shanshan Co 'A' (CCS),CNE000000JJ8,BP3RF63,600884.SH,3/18/2024,28336697.6490724
CN2MQD,SICHUAN EXPRESSWAY 'A' (CCS),CNE100000F38,BP3RFF2,601107.SH,3/18/2024,9753589.04842669
CN2MRE,ZHUZHOU KIBING GROUP 'A' (CCS),CNE100001666,BP3RFL8,601636.SH,3/18/2024,29111078.5554017
CN2MSF,ANHUI EXPRESSWAY 'A' (CCS),CNE000001DC4,BP3RGC6,600012.SH,3/18/2024,10993442.5207385
CN2MTG,NANJING GAOKE 'A' (CCS),CNE000000PX6,BP3RGD7,600064.SH,3/18/2024,10590360.803653
CN2MUH,TONGKUN GROUP 'A' (CCS),CNE1000012X7,BP3RGF9,601233.SH,3/18/2024,34211145.0279489
CN2MVI,SHN.EXPRESSWAY 'A' (CCS),CNE0000019G9,BP3RGG0,600548.SH,3/18/2024,5705569.41445496
CN2MWJ,Mayinglong 'A' (CCS),CNE000001HN2,BP3RGH1,600993.SH,3/18/2024,12401810.593234
CN2MXK,HUBEI XINGFA CHEM.GP. 'A' (CCS),CNE000000ZC9,BP3RHC3,600141.SH,3/18/2024,35242152.0601094
CN2MYL,Tongji Tech 'A' (CCS),CNE000000CL9,BP3RHG7,600846.SH,3/18/2024,9916658.26566246
CN2MZM,Zijiang 'A' (CCS),CNE000001055,BP3RHM3,600210.SH,3/18/2024,7217906.28902269
CN2N0O,Xinjiang Yilite Industry 'A' (CCS),CNE0000010C7,BP3RHZ6,600197.SH,3/18/2024,13411363.8742296
CN2N1P,Faway Auto 'A' (CCS),CNE000000M07,BP3RJ27,600742.SH,3/18/2024,19388541.9579958
CN2N2Q,NINGBO SANXING MED. ELEC.'A' (CCS),CNE100001567,BP3RJG1,601567.SH,3/18/2024,32743245.4510984
CN2N3R,Anhui Construction Engin. 'A' (CCS),CNE000001DV4,BP3RK02,600502.SH,3/18/2024,14342460.1217947
CN2N4S,LONGI GREEN ENERGY TECH.'A' (CCS),CNE100001FR6,BRTL411,601012.SH,3/18/2024,393738593.137359
CN2N5T,HUBEI JUMPCAN PHARMA 'A' (CCS),CNE0000018X6,BS7K3N2,600566.SH,3/18/2024,28420355.2055161
CN2N6U,Huatai Security 'A' (CCS),CNE100000LQ8,BP3R3B4,601688.SH,3/18/2024,102951596.801814
CN2N7V,SHANDONG GOLD-MINING 'A' (CCS),CNE000001FR7,BP3R5D0,600547.SH,3/18/2024,59286477.0972504
CN2N8W,SOUTHWEST SECURITIES 'A' (CCS),CNE0000016P6,BP3R4S8,600369.SH,3/18/2024,32862466.9369396
CN2N9X,Gaochun Ceram 'A' (CCS),CNE000001DG5,BTFRHD0,600562.SH,3/18/2024,9681111.59195175
CN2NAY,Zhongda Group 'A' (CCS),CNE000000KF4,BP3RFD0,600704.SH,3/18/2024,19537368.6033596
CN2NBZ,SHAANXI HEIMAO COKING 'A' (CCS),CNE100001VV5,BZ0D1T9,601015.SH,3/18/2024,8009562.64680706
CN2NC0,WELLHOPE FOODS 'A' (CCS),CNE100001VB7,BZ0D252,603609.SH,3/18/2024,4256510.63960928
CN2ND1,BEIJING DAHAO TECH.'A' (CCS),CNE1000023H7,BYZW4F1,603025.SH,3/18/2024,11971010.2272941
CN2NE2,TITAN WIND EN.(SUZHOU) 'A' (CCS),CNE100000YH0,BD5LXS7,002531.ZK,3/18/2024,37501292.5546516
CN2NF3,Weixing New Mat 'A' (CCS),CNE100000MK9,BD5LYB7,002372.ZK,3/18/2024,17593060.4009617
CN2NG4,CHINA TIANYING 'A' (CCS),CNE000000FN8,BD5LYH3,000035.ZK,3/18/2024,16695830.9260663
CN2NH5,YANTAI VALIANT FINE CHEMS.'A' (CCS),CNE1000019T0,BD5LYV7,002643.ZK,3/18/2024,11584264.2737104
CN2NI6,QH. HUZHU TIANYOUDE 'A' (CCS),CNE1000019X2,BD5LZ47,002646.ZK,3/18/2024,6746001.71395231
CN2NJ7,JIUZHITANG 'A' (CCS),CNE000001394,BD5LZC5,000989.ZK,3/18/2024,12553537.1812285
CN2NK8,Tapai Group 'A' (CCS),CNE100000BC9,BD5LZG9,002233.ZK,3/18/2024,9109780.91873187
CN2NL9,SINOSTEEL ENGINEERING 'A' (CCS),CNE0000007W1,BD5LZS1,000928.ZK,3/18/2024,37091976.5508786
CN2NMA,TONGFU MICROELECTRONICS 'A' (CCS),CNE1000006C3,BD5M001,002156.ZK,3/18/2024,118607157.644398
CN2NNB,SPIC INDUSTRY FINANCE HLDG 'A' (CCS),CNE000001154,BD5M067,000958.ZK,3/18/2024,9248222.38404634
CN2NOC,LUOLAI LIFESTYLE TECHNOLOGY A (CCS),CNE100000FV0,BD5M0F6,002293.ZK,3/18/2024,4858722.60105629
CN2NPD,HUNAN VALIN STEEL 'A' (CCS),CNE000001006,BD5M0H8,000932.ZK,3/18/2024,49613430.899452
CN2NQE,CHENGDU WINTRUE HOLDING 'A' (CCS),CNE100000Z59,BD5M0J0,002539.ZK,3/18/2024,7818140.73483206
CN2NRF,DONGGUAN DEV.(HDG.) 'A' (CCS),CNE000000R02,BD5M0M3,000828.ZK,3/18/2024,14892414.6197068
CN2NSG,FAWER AUTOMOTIVE PARTS 'A' (CCS),CNE0000009Z0,BD5M0Z6,000030.ZK,3/18/2024,6494023.58610356
CN2NTH,Konka 'A' (CCS),CNE0000002T8,BD5M120,000016.ZK,3/18/2024,12449836.1212634
CN2NUI,PERFECT WORLD. 'A' (CCS),CNE1000018W6,BD5M1C0,002624.ZK,3/18/2024,65813105.1391564
CN2NVJ,HENGYI PETROCHEMICAL 'A' (CCS),CNE0000001J1,BD5M1L9,000703.ZK,3/18/2024,13147059.7771905
CN2NWK,BENGANG STEEL PLATES 'A' (CCS),CNE000000TX8,BD5M249,000761.ZK,3/18/2024,5939552.59820455
CN2NXL,CHINA RESOURCES JINHUA 'A' (CCS),CNE0000000L9,BD5M261,000810.ZK,3/18/2024,55949889.2867859
CN2NYM,Jiangling Moto 'A' (CCS),CNE000000CV8,BD5M272,000550.ZK,3/18/2024,31964545.9027617
CN2NZN,ZHEJIANG HAILIANG 'A' (CCS),CNE1000008X5,BD5M2C7,002203.ZK,3/18/2024,13400179.2004178
CN2O0P,BEIBU GULF PORT 'A' (CCS),CNE0000001M5,BD5M2F0,000582.ZK,3/18/2024,10485157.0794997
CN2O1Q,NINESTAR 'A' (CCS),CNE1000007W9,BD5M2G1,002180.ZK,3/18/2024,42112889.806652
CN2O2R,CHINA MRCH.SHEKOU INDL. ZONE A (CCS),CNE100002FC6,BD5CPM8,001979.ZK,3/18/2024,65053483.7538802
CN2O3S,Ningbo Huaxiang 'A' (CCS),CNE000001M06,BD5C7P5,002048.ZK,3/18/2024,8170742.81196365
CN2O4T,Hangxiao Steel 'A' (CCS),CNE000001G79,BYV1QL2,600477.SH,3/18/2024,6818145.23562829
CN2O5U,SHSHU PAINT (CCS),CNE1000027D7,BYV1VL7,603737.SH,3/18/2024,19887713.3135616
CN2O6V,HUNAN AIHUA GP.'A' (CCS),CNE1000025P5,BYV1VQ2,603989.SH,3/18/2024,6686283.9504607
CN2O7W,CHINA HS.RY.TECH.'A' (CCS),CNE0000001C6,BD73KP7,000008.ZK,3/18/2024,17125467.6940726
CN2O8X,Jiugui Liquor 'A' (CCS),CNE000000S92,BD73KS0,000799.ZK,3/18/2024,57874694.3179163
CN2O9Y,SHANDONG WIT DYNE HEALTH 'A' (CCS),CNE000000Z28,BD73KX5,000915.ZK,3/18/2024,11435705.2965791
CN2OAZ,MEINIAN ONEHEALTH HLTHCR'A' (CCS),CNE000001LV7,BD73L10,002044.ZK,3/18/2024,24637283.0669295
CN2OB0,Castech Crystals 'A' (CCS),CNE1000009V7,BD73L87,002222.ZK,3/18/2024,58124649.9479047
CN2OC1,FIRST CAPITAL SECS.'A' (CCS),CNE1000027G0,BD73MV7,002797.ZK,3/18/2024,29597357.5271023
CN2OD2,TPV TECHNOLOGY 'A' (CCS),CNE0000002J9,BD5CHX3,000727.ZK,3/18/2024,21414431.9608378
CN2OE3,ANHUI JIANGNAN CHM.IND. 'A' (CCS),CNE100000B57,BD5LST3,002226.ZK,3/18/2024,8179840.83543965
CN2OF4,TIANMA MICROELS.'A' (CCS),CNE000000HT1,BD5CKM3,000050.ZK,3/18/2024,15610506.1956451
CN2OG5,KUNMING YUNNEI PWR. 'A' (CCS),CNE000000YJ7,BD73KW4,000903.ZK,3/18/2024,18498946.7597067
CN2OH6,MLS 'A' (CCS),CNE100001X19,BD5M294,002745.ZK,3/18/2024,15058943.0318428
CN2OI7,GUANGDONG ADVR.'A' (CCS),CNE100000P10,BD5CHN3,002400.ZK,3/18/2024,85493713.3839275
CN2OJ8,BANK OF HGZO.'A' (CCS),CNE100002GQ4,BYW5MZ9,600926.SH,3/18/2024,35704138.6482659
CN2OK9,BANK OF GUIYANG 'A' (CCS),CNE100002FX2,BYW5QQ8,601997.SH,3/18/2024,26081566.6092738
CN2OLA,CHINA TESTING & CERTIFICTN 'A' (CCS),CNE100002G19,BYW5QR9,603060.SH,3/18/2024,3305970.67558083
CN2OMB,SHENZHEN KINWONG ELTN. (CCS),CNE100002FZ7,BYW5QV3,603228.SH,3/18/2024,14088247.1776203
CN2ONC,ANHUI JINHE INDL.'A' (CCS),CNE1000015C4,BD6QVY3,002597.ZK,3/18/2024,8797347.85734615
CN2OOD,QINHUANGDAO PORT 'A' (CCS),CNE100002QX9,BF00PL0,601326.SH,3/18/2024,9303504.33448436
CN2OPE,Swellfun 'A' (CCS),CNE000000NH4,BFB4JK8,600779.SH,3/18/2024,22765352.5535445
CN2OQF,DASHENLIN PHARMACEUTICAL GP.A (CCS),CNE100002RG2,BFB4S78,603233.SH,3/18/2024,21111503.0050426
CN2ORG,JIANGSU CHGSH.RUR.CMLBK. 'A' (CCS),CNE100002RJ6,BFF1Z18,601128.SH,3/18/2024,23335028.3420187
CN2OSH,HENGLI PETRO 'A' . 'A' (CCS),CNE0000018V0,BFB4HL5,600346.SH,3/18/2024,25807102.3499139
CN2OTI,5I5J HOLDING GROUP 'A' (CCS),CNE000000636,BFCCPS1,000560.ZK,3/18/2024,13645154.2012987
CN2OUJ,CHONGQING FULING ZHACAI GP.'A' (CCS),CNE100000WX1,BFCCQ99,002507.ZK,3/18/2024,19337117.2547057
CN2OVK,SATELLITE CHEMICAL (CCS),CNE100001B07,BFCCQG6,002648.ZK,3/18/2024,36968697.1415099
CN2OWL,JIANGSU ZHANGJIAGANG RCBK.'A' (CCS),CNE100002K54,BFCCQK0,002839.ZK,3/18/2024,12651005.0319573
CN2OXM,GZH.SHIYUAN ELT.TECH.'A' (CCS),CNE100002K47,BFCCR41,002841.ZK,3/18/2024,15117888.6134103
CN2OYN,RED STAR MACALLINE GROUP 'A' (CCS),CNE100002RX7,BG139S0,601828.SH,3/18/2024,7357162.57604658
CN2OZO,BANK OF CHENGDU 'A' (CCS),CNE100002SN6,BFYQHF2,601838.SH,3/18/2024,42159633.9889936
CN2P0Q,LIUZHOU IRON & STEEL 'A' (CCS),CNE000001R68,BFYQHH4,601003.SH,3/18/2024,3606779.12247624
CN2P1R,GUIZHOU CHANHEN CHEMICAL 'A' (CCS),CNE1000032P1,BFY8GM8,002895.ZK,3/18/2024,10566991.6371493
CN2P2S,MONALISA GROUP 'A' (CCS),CNE100003399,BFY8GW8,002918.ZK,3/18/2024,6405843.63364854
CN2P3T,ROSHOW TECHNOLOGY 'A' (CCS),CNE1000016Y6,BFY8HL4,002617.ZK,3/18/2024,18091174.7460617
CN2P4U,JIANGXI WANNIANQING CMT. 'A' (CCS),CNE000000SZ5,BFY8G95,000789.ZK,3/18/2024,4330666.35896037
CN2P5V,C&S PAPER 'A' (CCS),CNE100000X36,BFY8GH3,002511.ZK,3/18/2024,7794615.07511922
CN2P6W,ZHEJIANG MEIDA INDUSTRIAL 'A' (CCS),CNE100001DR1,BFY8HM5,002677.ZK,3/18/2024,4303442.92090451
CN2P7X,YANGTZE OPT. FIBRE&CABLE. 'A' (CCS),CNE1000036B2,BF0XD15,601869.SH,3/18/2024,7120517.68018823
CN2P8Y,JIANGSU SHAGANG 'A' (CCS),CNE000001P11,BD5CN35,002075.ZK,3/18/2024,14392818.3501555
CN2P9Z,PCI TECHNOLOGY GROUP 'A' (CCS),CNE000000L99,BFMXLH5,600728.SH,3/18/2024,19086859.2503246
CN2PA0,RED AVE. N. MATERIALS GRP 'A' (CCS),CNE1000036G1,BFMXLL9,603650.SH,3/18/2024,18847905.7521009
CN2PB1,NANJING SECURITIES 'A' (CCS),CNE1000031R9,BHWLWS1,601990.SH,3/18/2024,26894637.5525997
CN2PC2,GUANGDONG HONGDA HLDGS 'A' (CCS),CNE100001F37,BHQPRQ2,002683.ZK,3/18/2024,14817616.3843765
CN2PD3,Nanjing Steel 'A' (CCS),CNE0000014Q9,BYQDM37,600282.SH,3/18/2024,27042525.7335979
CN2PE4,JUNEYAO AIRL.'A' (CCS),CNE100001ZY0,BYQDMP9,603885.SH,3/18/2024,23762164.8669819
CN2PF5,CHINA MRCH.EN.SHIP. 'A' (CCS),CNE000001PQ8,BP3R8G4,601872.SH,3/18/2024,37380416.0827428
CN2PG6,TOPCHOICE MEDICAL 'A' (CCS),CNE000000MZ8,BYYFJH8,600763.SH,3/18/2024,39292380.8064276
CN2PH7,ENN NATURAL GAS 'A' (CCS),CNE000000DG7,BYYFJJ0,600803.SH,3/18/2024,19267225.0395066
CN2PI8,XILINMEN FURNITURE 'A' (CCS),CNE100001JQ0,BYYFJP6,603008.SH,3/18/2024,10771615.6788439
CN2PJ9,HENAN THINKER ATEQ.'A' (CCS),CNE100002540,BYYFJQ7,603508.SH,3/18/2024,19355226.9085111
CN2PKA,YIFENG PHMCY.CHN.'A' (CCS),CNE100001TS5,BYYFJV2,603939.SH,3/18/2024,34486058.6010529
CN2PLB,XINCHENG HLDG.GP.'A' (CCS),CNE100002BF8,BZ3F6M0,601155.SH,3/18/2024,24194196.0441849
CN2PMC,DEHUA TB NEW DEC. MATERIAL 'A' (CCS),CNE000001LT1,BD57ZN4,002043.ZK,3/18/2024,17991574.2551919
CN2PND,LIANCHUANG ELEC TECH 'A' (CCS),CNE000001L07,BD57ZT0,002036.ZK,3/18/2024,31981528.7925631
CN2POE,GOHIGH NETWORKS 'A' (CCS),CNE0000009Q9,BD580F4,000851.ZK,3/18/2024,25647705.5205913
CN2PPF,CANGZHOU MINGZHU PLASTIC 'A' (CCS),CNE000001QC6,BD5C777,002108.ZK,3/18/2024,10149220.3237124
CN2PQG,Sieyuan Electric 'A' (CCS),CNE000001KM8,BD5C7M2,002028.ZK,3/18/2024,44750781.0440053
CN2PRH,Advanced 'A' (CCS),CNE0000012X9,BD5C852,000969.ZK,3/18/2024,17567728.1253242
CN2PSI,Zhenhua Tech 'A' (CCS),CNE000000RY0,BD5C885,000733.ZK,3/18/2024,83118976.6287339
CN2PTJ,HAIMA AUTOMOBILE 'A' (CCS),CNE0000006L6,BD5C8F2,000572.ZK,3/18/2024,29119774.6770325
CN2PUK,DFD NEW MATERIALS 'A' (CCS),CNE100000P85,BD5C8H4,002407.ZK,3/18/2024,33026534.8737617
CN2PVL,SHENZHEN WOER HTSHRIN. MAT A (CCS),CNE1000000C6,BD5C8S5,002130.ZK,3/18/2024,16762466.7943178
CN2PWM,Guomai Tech 'A' (CCS),CNE000001PR6,BD5C8V8,002093.ZK,3/18/2024,11348961.5263304
CN2PXN,NET263 'A' (CCS),CNE100000T81,BD5C8X0,002467.ZK,3/18/2024,34723070.2777997
CN2PYO,MONTNETS CLOUD TECH. GP. 'A' (CCS),CNE100000049,BD5C9X7,002123.ZK,3/18/2024,25332677.3744505
CN2PZP,Ganfeng Lithium 'A' (CCS),CNE100000SF6,BD5CB19,002460.ZK,3/18/2024,148064785.017017
CN2Q0R,Ygsoft 'A' (CCS),CNE000001NJ8,BD5CBD1,002063.ZK,3/18/2024,15564706.4300659
CN2Q1S,Neptunus Bioen 'A' (CCS),CNE000000X95,BD5CBK8,000078.ZK,3/18/2024,11261644.2945604
CN2Q2T,Renhe Pharm 'A' (CCS),CNE000000NF8,BD5CBR5,000650.ZK,3/18/2024,16895704.4342786
CN2Q3U,HYTERA COMMS.'A' (CCS),CNE1000013B1,BD5CC38,002583.ZK,3/18/2024,17542625.5189274
CN2Q4V,SHANDONG SUN PAPER INDUS. 'A' (CCS),CNE000001P52,BD5CC94,002078.ZK,3/18/2024,28070460.3759235
CN2Q5W,SANHUA INTELLIGENT 'A' (CCS),CNE000001M22,BD5CDC4,002050.ZK,3/18/2024,127620049.486247
CN2Q6X,Shenzhen Aisidi 'A' (CCS),CNE100000PN6,BD5CF95,002416.ZK,3/18/2024,12660770.6428053
CN2Q7Y,ZHEFU HOLDING GROUP 'A' (CCS),CNE100000CL8,BD5CFS4,002266.ZK,3/18/2024,10792674.8944291
CN2Q8Z,GEM 'A' (CCS),CNE100000KT4,BD5CFW8,002340.ZK,3/18/2024,47766104.6227907
CN2Q90,HANGZHOU GREAT STAR IND 'A' (CCS),CNE100000RC5,BD5CG70,002444.ZK,3/18/2024,33360286.0214013
CN2QA1,QINGDAO HANHE CABLE 'A' (CCS),CNE100000WG6,BD5CH33,002498.ZK,3/18/2024,8992961.35493126
CN2QB2,JOINTO ENERGY INV. 'A' (CCS),CNE000000FT5,BD5CHH7,000600.ZK,3/18/2024,17264030.5151598
CN2QC3,CHINA CAMC ENGINEERING 'A' (CCS),CNE000001N13,BD5CHV1,002051.ZK,3/18/2024,22152655.0297127
CN2QD4,Jizhong Energy 'A' (CCS),CNE0000010H6,BD5CJ93,000937.ZK,3/18/2024,48095536.7557134
CN2QE5,XJ ELECTRIC 'A' (CCS),CNE0000007F6,BD5CJB5,000400.ZK,3/18/2024,37698309.5034413
CN2QF6,Sl Pharm 'A' (CCS),CNE000001L31,BD5CJD7,002038.ZK,3/18/2024,25424974.3470052
CN2QG7,ZHEJIANG WANMA 'A' (CCS),CNE100000DZ6,BD5CJF9,002276.ZK,3/18/2024,16525352.0709569
CN2QH8,TAIJI COMPUTER 'A' (CCS),CNE100000M47,BD5CJL5,002368.ZK,3/18/2024,50011047.6013617
CN2QI9,XINGRONG ENVIRONMENT 'A' (CCS),CNE000000HN4,BD5CJV5,000598.ZK,3/18/2024,19194313.6769738
CN2QJA,MUYUAN FOODSTUFF 'A' (CCS),CNE100001RQ3,BD5CJX7,002714.ZK,3/18/2024,98756890.9014371
CN2QKB,YUANLONGPING AGRI. 'A' (CCS),CNE000001360,BD5CK34,000998.ZK,3/18/2024,28969538.6384464
CN2QLC,Yasha Decoration 'A' (CCS),CNE100000M70,BD5CK45,002375.ZK,3/18/2024,6314368.97759201
CN2QMD,WorldUnion 'A' (CCS),CNE100000FK3,BD5CK67,002285.ZK,3/18/2024,6946158.47615292
CN2QNE,YOOZOO INTERACTIVE 'A' (CCS),CNE1000007K4,BD5CKG7,002174.ZK,3/18/2024,78314916.2799436
CN2QOF,HAISCO PHARM.GP. 'A' (CCS),CNE100001BC7,BD5CKL2,002653.ZK,3/18/2024,13897956.2021805
CN2QQH,NAVINFO A 'A' (CCS),CNE100000P69,BD5CKR8,002405.ZK,3/18/2024,31453298.6177327
CN2QRI,JINKE PROPERTY GROUP 'A' (CCS),CNE000000073,BD5CKX4,000656.ZK,3/18/2024,63690785.7057038
CN2QSJ,Kelun Pharm 'A' (CCS),CNE100000PW7,BD5CL08,002422.ZK,3/18/2024,49008603.750019
CN2QTK,GUANGDONG GLDN. DRAGON 'A' (CCS),CNE000000PJ5,BD5CL53,000712.ZK,3/18/2024,42591789.6000734
CN2QUL,SHN.AGRI.PRODUCTS 'A' (CCS),CNE0000008V1,BD5CLC0,000061.ZK,3/18/2024,6350260.27713479
CN2QVM,SUNING UNIVERSAL 'A' (CCS),CNE0000007N0,BD5CLP3,000718.ZK,3/18/2024,5203189.49829869
CN2QWN,DIGITAL CHINA INFORMATION SERVICE GROUP 'A' (CCS),CNE000000FM0,BD5CLS6,000555.ZK,3/18/2024,14131372.3623006
CN2QXO,Zhongjin 'A' (CCS),CNE000000FS7,BD5CLW0,000060.ZK,3/18/2024,23526601.0199234
CN2QYP,BEIJING ORNTL.LND.&.ENV. 'A' (CCS),CNE100000HN3,BD5CLY2,002310.ZK,3/18/2024,13181472.2103079
CN2QZQ,CHENGDU KANGHONG PHARM. 'A' (CCS),CNE1000020C4,BD5CM38,002773.ZK,3/18/2024,11862674.1355312
CN2R0S,ZHEJIANG SEMIR GRMT.A (CCS),CNE100001104,BD5CM83,002563.ZK,3/18/2024,10040955.7609232
CN2R1T,Dabeinong Tech 'A' (CCS),CNE100000N61,BD5CMP0,002385.ZK,3/18/2024,33988288.9662478
CN2R2U,FOCUS MEDIA INFO TECH 'A' (CCS),CNE000001KK2,BD5CND5,002027.ZK,3/18/2024,78920939.8831846
CN2R3V,Dahua Tech 'A' (CCS),CNE100000BJ4,BD5CNJ1,002236.ZK,3/18/2024,113436679.090636
CN2R4W,IFLYTEK 'A' (CCS),CNE100000B81,BD5CNN5,002230.ZK,3/18/2024,329884766.327595
CN2R5X,Guoyuan Sec 'A' (CCS),CNE000000QZ9,BD5CNY6,000728.ZK,3/18/2024,32952806.9853328
CN2R6Y,Bank of Ningbo 'A' (CCS),CNE1000005P7,BD5CP06,002142.ZK,3/18/2024,119206815.694041
CN2R80,Chinese Town 'A' (CCS),CNE000000SS0,BD5CP51,000069.ZK,3/18/2024,18241908.9060343
CN2R91,BOE Tech 'A' (CCS),CNE0000016L5,BD5CPL7,000725.ZK,3/18/2024,163385352.309032
CN2RA2,MIDEA GROUP 'A' (CCS),CNE100001QQ5,BD5CPP1,000333.ZK,3/18/2024,222381710.536769
CN2RB3,Intl Container 'A' (CCS),CNE000000644,BD5CPX9,000039.ZK,3/18/2024,36666125.4748807
CN2RC4,WEICHAI POWER 'A' (CCS),CNE1000000D4,BD5CQ03,000338.ZK,3/18/2024,103658672.805211
CN2RD5,FUJIAN FUNENG 'A' (CCS),CNE000001HV5,BYQDM71,600483.SH,3/18/2024,21199486.3580076
CN2RE6,CHINA NAT.NRR.'A' (CCS),CNE1000022N7,BYQDNJ0,601985.SH,3/18/2024,110289573.745866
CN2RF7,NINGBO JOYSON ELECTRONIC 'A' (CCS),CNE000000DJ1,BYQDM82,600699.SH,3/18/2024,43423355.6588273
CN2RG8,WESTERN REGN.GD.'A' (CCS),CNE100001VP7,BYYFJN4,601069.SH,3/18/2024,9831898.15582321
CN2RH9,Toly Bread 'A' (CCS),CNE100002524,BYYFJT0,603866.SH,3/18/2024,10730598.1286601
CN2RIA,GUANGZHOU TINCI MATS. TECH.'A' (CCS),CNE100001RG4,BD5LR63,002709.ZK,3/18/2024,82495217.0580125
CN2RJB,SHENZHEN DAS INTELLITECH 'A' (CCS),CNE100000PV9,BD5C8B8,002421.ZK,3/18/2024,13838022.8807653
CN2RKC,SHENZHEN FASTPRINT 'A' (CCS),CNE100000QD5,BD5LWN5,002436.ZK,3/18/2024,58547002.422328
CN2RLD,Zhengbang Techno 'A' (CCS),CNE1000006H2,BD5LZ81,002157.ZK,3/18/2024,8433959.42237459
CN2RME,GUANGDONG GUANGHUA SCI-TECH A (CCS),CNE100001WY7,BD58010,002741.ZK,3/18/2024,7987689.65406476
CN2RNF,ANHUI HUILONG AGRI. MPD. A (CCS),CNE1000010P7,BD58032,002556.ZK,3/18/2024,6687920.98885397
CN2ROG,SHENZHEN DESAY BATT. TECH.'A' (CCS),CNE0000000F1,BD5C766,000049.ZK,3/18/2024,13079696.8816839
CN2RPH,Humon Smelting 'A' (CCS),CNE100000BH8,BD5C7Q6,002237.ZK,3/18/2024,15325887.8075908
CN2RQI,SHENZHEN LAIBAO HI.TECH. 'A' (CCS),CNE000001Q85,BD5C7R7,002106.ZK,3/18/2024,12333899.9167386
CN2RRJ,Accelink Tech. 'A' (CCS),CNE100000F87,BD5C8C9,002281.ZK,3/18/2024,203760533.041905
CN2RSK,TIANJIN TEDA 'A' (CCS),CNE0000005D5,BD5C8T6,000652.ZK,3/18/2024,6550309.34375231
CN2RTL,GUANGXI LIUGONG MCH.'A' (CCS),CNE000000DB8,BD5C904,000528.ZK,3/18/2024,18346344.6421103
CN2RUM,Tonge 'A' (CCS),CNE000000F89,BD5C948,000090.ZK,3/18/2024,22167821.7174412
CN2RVN,HUNAN GOLD CORPORATION 'A' (CCS),CNE1000006B5,BD5C959,002155.ZK,3/18/2024,42014710.4521857
CN2RWO,Yn Germanium 'A' (CCS),CNE100000Q27,BD5C993,002428.ZK,3/18/2024,25220196.6819428
CN2RXP,ZHEJIANG JINGU 'A' (CCS),CNE100000VN4,BD5C9Q0,002488.ZK,3/18/2024,10919501.3267551
CN2RYQ,JILIN ELECTRIC POWER 'A' (CCS),CNE000001CR4,BD5CBM0,000875.ZK,3/18/2024,14231445.71912
CN2RZR,JIULI METALS 'A' (CCS),CNE100000HX2,BD5CBX1,002318.ZK,3/18/2024,13829010.5401136
CN2S0T,KINGNET NETWORK 'A' (CCS),CNE100000XB5,BD5CC27,002517.ZK,3/18/2024,110995845.927698
CN2S1U,JINNENG HOLD. SHANXI ELEC. 'A' (CCS),CNE000000776,BD5CCM7,000767.ZK,3/18/2024,6145216.29218364
CN2S2V,YIFAN PHARMACEUTICAL 'A' (CCS),CNE000001K65,BD5CDK2,002019.ZK,3/18/2024,16349401.4301276
CN2S3W,Baolihua 'A' (CCS),CNE000000P12,BD5CDL3,000690.ZK,3/18/2024,29840972.7517697
CN2S4X,AEROSPACE HI-TECH 'A' (CCS),CNE000000Y86,BD5CDM4,000901.ZK,3/18/2024,10817954.0951143
CN2S5Y,Sz Airport 'A' (CCS),CNE000000VK1,BD5CDP7,000089.ZK,3/18/2024,9756836.06163506
CN2S6Z,Lianhe Chem Tech 'A' (CCS),CNE100000C15,BD5CDS0,002250.ZK,3/18/2024,22173128.7537464
CN2S70,Shenzhen Kaifa 'A' (CCS),CNE000000FK4,BD5CDW4,000021.ZK,3/18/2024,62495457.7809815
CN2S81,YINTAI GOLD 'A' (CCS),CNE0000012L4,BD5CF40,000975.ZK,3/18/2024,49960052.2818326
