stoxx_id;name;isin;sedol;bbg;ric;attribute;value;date;
RPM;RPM INTL.;US7496851038;2756174;;RPM.N;ADTV_3M_EUR;61246405.8239918;3/18/2024
CN129B;HONZ PHARM.'A';CNE100000QM6;B42N7C5;;300086.SZ;ADTV_3M_EUR;8265270.06250265;3/18/2024
CN0EER;GOHIGH NETWORKS 'A';CNE0000009Q9;6113838;;000851.SZ;ADTV_3M_EUR;25647705.5205913;3/18/2024
TH21O1;MBK;TH0480B10Z01;BFWRH46;;MBK.BK;ADTV_3M_EUR;362818.790260239;3/18/2024
SE602E;ADDLIFE;SE0014401378;BMVWYM8;;ALIFb.ST;ADTV_3M_EUR;1639866.56588118;3/18/2024
665780;OKUMURA;JP3194800003;6657808;;1833.T;ADTV_3M_EUR;4615132.4017048;3/18/2024
TW022T;YFY;TW0001907004;6988616;;1907.TW;ADTV_3M_EUR;2286061.93794673;3/18/2024
695799;West Japan Railway Co.;JP3659000008;6957995;;9021.T;ADTV_3M_EUR;40693900.5200834;3/18/2024
DE103V;ELRINGKLINGER N;DE0007856023;5138638;;ZILGn.DE;ADTV_3M_EUR;320645.456283574;3/18/2024
B064LV;HEIWA REAL ESTATE REIT;JP3046220004;B064LV3;;8966.T;ADTV_3M_EUR;2403613.46728857;3/18/2024
US505W;BRIXMOR PROPERTY GROUP;US11120U1051;BFTDJL8;;BRX.N;ADTV_3M_EUR;54831412.2928419;3/18/2024
MY228W;HAP SENG PLTNS.HDG.;MYL5138OO002;B28VNR6;;HAPP.KL;ADTV_3M_EUR;179891.494405895;3/18/2024
NO10FR;WILH WILHELMSEN HLDG A;NO0010571698;B682WX6;;WWI.OL1;ADTV_3M_EUR;695565.43669509;3/18/2024
BR03DI;METALURGICA GERDAU PN;BRGOAUACNPR8;2648862;;GOAU4.SA;ADTV_3M_EUR;14579125.2917327;3/18/2024
KR51WD;DIO;KR7039840004;6259806;;039840.KQ;ADTV_3M_EUR;1317005.69855957;3/18/2024
EW035;COMP SAFE SUPPORT;PLCMP0000017;B05L7P1;;CMP.WA;ADTV_3M_EUR;60279.9887457572;3/18/2024
CN1DW9;ZANGGE MINING 'A';CNE000000L08;6445490;;000408.SZ;ADTV_3M_EUR;41366400.7504134;3/18/2024
B07DQ4;AKMERKEZ GAYMEN.YATRIM ORTAKLI;TREAKMG00018;B07DQ47;;AKMGY.IS;ADTV_3M_EUR;1204830.05142794;3/18/2024
IN2018;L&T FINANCE HOLDINGS;INE498L01015;B5KYHQ1;;LTFH.BO;ADTV_3M_EUR;769002.044601508;3/18/2024
ZMH;Zimmer Biomet Holdings;US98956P1021;2783815;;ZBH.N;ADTV_3M_EUR;182920436.340066;3/18/2024
US10WJ;BankUnited;US06652K1034;B3NNTZ4;;BKU.N;ADTV_3M_EUR;24356150.625869;3/18/2024
CN0H4K;Zhejiang Weixing 'A';CNE000001JH0;B01KBH2;;002003.SZ;ADTV_3M_EUR;8412085.17134498;3/18/2024
ZA00GP;Sanlam Ltd;ZAE000070660;B0L6750;;SLMJ.J;ADTV_3M_EUR;10135817.1721633;3/18/2024
US20NB;ALLISON TNSM.HOLDINGS;US01973R1014;B4PZ892;;ALSN.N;ADTV_3M_EUR;40987312.9868333;3/18/2024
OLN;OLIN;US6806652052;2658526;;OLN.N;ADTV_3M_EUR;51208626.9774313;3/18/2024
641613;China Merchants Port Holdings;HK0144000764;6416139;;0144.HK;ADTV_3M_EUR;4818001.36183096;3/18/2024
682150;SONY GROUP CORP.;JP3435000009;6821506;;6758.T;ADTV_3M_EUR;336829095.601721;3/18/2024
CN1GBR;UNIGROUP GUOXIN MICROELECT 'A';CNE000001M14;B07ZFV3;;002049.SZ;ADTV_3M_EUR;159464679.695399;3/18/2024
CN00CB;CHINA PAC.IN.(GROUP) 'H';CNE1000009Q7;B2Q5H56;;2601.HK;ADTV_3M_EUR;27275384.4688894;3/18/2024
B14WZ4;CHAMPION REIT.TRUST;HK2778034606;B14WZ47;;2778.HK;ADTV_3M_EUR;904324.047420513;3/18/2024
US01TG;VIASAT;US92552V1008;2946243;;VSAT.OQ;ADTV_3M_EUR;22126260.0379758;3/18/2024
TW04A3;KINDOM DEVELOPMENT;TW0002520004;6491329;;2520.TW;ADTV_3M_EUR;2450190.58534215;3/18/2024
TRN;TRINITY INDS.;US8965221091;2904627;;TRN.N;ADTV_3M_EUR;11967692.0389661;3/18/2024
BA;Boeing Co.;US0970231058;2108601;;BA.N;ADTV_3M_EUR;1925975966.71053;3/18/2024
PL508N;MONNARI TRADE;PLMNRTR00012;B1L1D98;;MONP.WA;ADTV_3M_EUR;19896.1074933024;3/18/2024
CN0BLV;Zhuhai Zhongfu 'A';CNE0000000C8;6992037;;000659.SZ;ADTV_3M_EUR;4834547.40301412;3/18/2024
US113R;AMC NETWORKS;US00164V1035;B4MG4Z6;;AMCX.OQ;ADTV_3M_EUR;8438259.44146213;3/18/2024
CN0818;XINJIANG INTL. IND. 'A';CNE0000014R7;6286989;;000159.SZ;ADTV_3M_EUR;5189735.96867015;3/18/2024
PE2016;EDEGEL;PEP700511004;B17N718;;ENGEPEC1.LM;ADTV_3M_EUR;205267.655375523;3/18/2024
MY506V;SENTRAL REIT;MYL5123TO003;B1M32W9;;SENT.KL;ADTV_3M_EUR;62527.2238868662;3/18/2024
KR12KY;Nongshim Holding;KR7072710007;6650874;;072710.KS;ADTV_3M_EUR;273117.56073967;3/18/2024
CA12D2;FORTUNA SILVER MINES;CA3499151080;2383033;;FVI.TO;ADTV_3M_EUR;1575882.49689;3/18/2024
BRCM;BROADCOM;US11135F1012;BDZ78H9;;AVGO.OQ;ADTV_3M_EUR;3355195544.485;3/18/2024
STRA;STRATEGIC EDUCATION;US86272C1036;BGGJFV8;;STRA.OQ;ADTV_3M_EUR;7541417.10193401;3/18/2024
KR04GV;ASIANA AIRLINES;KR7020560009;6200202;;020560.KS;ADTV_3M_EUR;3631183.97366293;3/18/2024
VN20M6;VICEM Ha Tien Cement;VN000000HT12;B298019;;HT1.HM;ADTV_3M_EUR;150065.482354063;3/18/2024
FTEN;FIRST HORIZON;US3205171057;2341484;;FHN.N;ADTV_3M_EUR;100137038.47821;3/18/2024
685699;SMARTONE TELECOM.HDG.;BMG8219Z1059;6856995;;0315.HK;ADTV_3M_EUR;155069.958197092;3/18/2024
VN20WG;RANG DONG LIGHT SOURCE AND VAC;VN000000RAL5;B1KT478;;RAL.HM;ADTV_3M_EUR;138246.724505064;3/18/2024
JP502F;KUSURI NO AOKI HOLDINGS;JP3266190002;BYX8TV2;;3549.T;ADTV_3M_EUR;10158169.5670568;3/18/2024
494113;WCM;DE000A1X3X33;BD7VFY5;;WCMk.DE;ADTV_3M_EUR;3452.20977160484;3/18/2024
ACAD;Autodesk Inc.;US0527691069;2065159;;ADSK.OQ;ADTV_3M_EUR;295579577.077208;3/18/2024
X;UNITED STATES STEEL;US9129091081;2824770;;X.N;ADTV_3M_EUR;246742311.734778;3/18/2024
CN1HEV;POLARIS BAY GROUP 'A';CNE000000X53;6121659;;600155.SS;ADTV_3M_EUR;48473564.0168282;3/18/2024
U0414;Philip Morris International In;US7181721090;B2PKRQ3;;PM.N;ADTV_3M_EUR;419214647.904639;3/18/2024
649602;Kobe Steel Ltd.;JP3289800009;6496023;;5406.T;ADTV_3M_EUR;102618040.553234;3/18/2024
MY006Q;Axiata Group Bhd;MYL6888OO001;B2QZGV5;;AXIA.KL;ADTV_3M_EUR;3323377.10768201;3/18/2024
MAN;Manpowergroup Inc.;US56418H1005;2562490;;MAN.N;ADTV_3M_EUR;25222133.0970269;3/18/2024
CN0XIE;SINOMACH AUTOMOBILE 'A';CNE0000017D0;6321794;;600335.SS;ADTV_3M_EUR;20164440.0496831;3/18/2024
MY20ZL;SARAWAK OIL PALMS;MYL5126OO007;6770556;;SOPS.KL;ADTV_3M_EUR;160331.335020234;3/18/2024
916775;SBM OFFSHORE;NL0000360618;B156T57;;SBMO.AS1;ADTV_3M_EUR;6144537.36511758;3/18/2024
US02UI;NATIONAL HEALTH INVESTORS;US63633D1046;2626125;;NHI.N;ADTV_3M_EUR;9236644.96350817;3/18/2024
MY50J8;WELLCALL HOLDINGS;MYL7231OO003;B197XV0;;WCAL.KL;ADTV_3M_EUR;266951.699633012;3/18/2024
444913;HUFVUDSTADEN;SE0000170375;4449137;;HUFVa.ST;ADTV_3M_EUR;1602945.96905889;3/18/2024
TJX;TJX Cos.;US8725401090;2989301;;TJX.N;ADTV_3M_EUR;432778506.898408;3/18/2024
PL509O;WIRTUALNA POLSKA;PLWRTPL00027;BX8ZR73;;WPPL.WA;ADTV_3M_EUR;239234.703950701;3/18/2024
PH192;361 DEGREES INTL.;KYG884931042;B51BL70;;1361.HK;ADTV_3M_EUR;1282338.92727083;3/18/2024
CH101V;AUTONEUM HOLDING;CH0127480363;B4YCYX0;;AUTON.S;ADTV_3M_EUR;800879.315210133;3/18/2024
MY22UI;UOA DEVELOPMENT;MYL5200OO000;B41LHL9;;UOAD.KL;ADTV_3M_EUR;111575.9805495;3/18/2024
CN17AH;HAITONG FOOD GROUP 'A';CNE000001DF7;6582074;;600537.SS;ADTV_3M_EUR;31811744.7923188;3/18/2024
KR13U9;KOLMAR KOREA HOLDINGS;KR7024720005;6208541;;024720.KS;ADTV_3M_EUR;704131.964416489;3/18/2024
KR119M;SEAH STEEL HOLDINGS;KR7003030004;6709549;;003030.KS;ADTV_3M_EUR;1097901.66884071;3/18/2024
KR04M1;Namhae Chemical;KR7025860008;6214043;;025860.KS;ADTV_3M_EUR;631514.696166705;3/18/2024
691678;United Overseas Bank Ltd.;SG1M31001969;6916781;;UOBH.SI;ADTV_3M_EUR;51626555.2805333;3/18/2024
PT402O;CTT CORREIOS DE PORTUGAL;PTCTT0AM0001;BGQYC45;;CTT.LS1;ADTV_3M_EUR;925174.391182632;3/18/2024
617350;Harvey Norman Holdings Ltd.;AU000000HVN7;6173508;;HVN.AX;ADTV_3M_EUR;9476847.04633204;3/18/2024
TW18ZX;Promate Electron;TW0006189004;6542959;;6189.TW;ADTV_3M_EUR;9275611.2110647;3/18/2024
KR03AO;Ottogi;KR7007310006;6658373;;007310.KS;ADTV_3M_EUR;983363.839424771;3/18/2024
IL20IN;F I B I;IL0007630119;6339429;;FIBIH.TA;ADTV_3M_EUR;1163545.27263682;3/18/2024
612528;Trend Micro Inc.;JP3637300009;6125286;;4704.T;ADTV_3M_EUR;42116191.8148164;3/18/2024
CRL;CHAS.RVR.LABS.INTL.;US1598641074;2604336;;CRL.N;ADTV_3M_EUR;120577344.048891;3/18/2024
AU105A;REX MINERALS;AU000000RXM4;B27WX25;;RXM.AX;ADTV_3M_EUR;42978.375889709;3/18/2024
IL209E;NORSTAR HOLDINGS;PAL0605071A3;6362652;;NSTR.TA;ADTV_3M_EUR;222088.151597824;3/18/2024
CN26NU;SHANGHAI LINGYUN INDS. 'B';CNE0000013W9;6281423;;900957.SS;ADTV_3M_EUR;124682.057471193;3/18/2024
CN0YIF;Gemdale 'A';CNE000001790;6320973;;600383.SS;ADTV_3M_EUR;50505323.2632413;3/18/2024
CN093B;RONGAN PROPERTY 'A';CNE0000000R6;6620866;;000517.SZ;ADTV_3M_EUR;7568443.93105202;3/18/2024
478396;SECURITAS B;SE0000163594;5554041;;SECUb.ST;ADTV_3M_EUR;10742381.3407876;3/18/2024
608071;DATANG INTL.PWR.GNRTN. 'H';CNE1000002Z3;6080716;;0991.HK;ADTV_3M_EUR;3513575.8528405;3/18/2024
441870;HEIDELBERG MATERIALS;DE0006047004;5120679;;HEIG.DE;ADTV_3M_EUR;32103803.6475154;3/18/2024
TH22IW;ROJANA INDUSTRIAL PARK;TH0477010Y01;6708364;;ROJNA.BK;ADTV_3M_EUR;626779.29541667;3/18/2024
TW03UM;King Yuan Elec;TW0002449006;6352493;;2449.TW;ADTV_3M_EUR;47767451.5893664;3/18/2024
649406;KISSEI PHARMS.;JP3240600001;6494061;;4547.T;ADTV_3M_EUR;1963385.32099537;3/18/2024
CN11LM;HANGZHOU GREAT STAR IND 'A';CNE100000RC5;B3NVRR6;;002444.SZ;ADTV_3M_EUR;33360286.0214013;3/18/2024
646160;INABATA & COMPANY;JP3146000009;6461601;;8098.T;ADTV_3M_EUR;10734431.219042;3/18/2024
248451;CORUS ENTM.'B' NON VTG.;CA2208741017;2484516;;CJRb.TO;ADTV_3M_EUR;236912.028442682;3/18/2024
604587;AOYAMA TRADING;JP3106200003;6045878;;8219.T;ADTV_3M_EUR;4851081.72254795;3/18/2024
TW11E5;KINKO OPTICAL;TW0006209000;6570950;;6209.TW;ADTV_3M_EUR;312790.84393854;3/18/2024
B0MP1B;SHENZHOU INTL.GP.HDG.;KYG8087W1015;B0MP1B0;;2313.HK;ADTV_3M_EUR;29591517.5297443;3/18/2024
PH045F;SM Investments Corp;PHY806761029;B068DB9;;SM.PS;ADTV_3M_EUR;4847858.45578403;3/18/2024
ZA301D;Sibanye-Stillwater;ZAE000259701;BL0L913;;SSWJ.J;ADTV_3M_EUR;11598524.1749941;3/18/2024
CL0265;NORTE GRANDE;CLP5824Y1011;2470805;;NORTEGRAN.SN;ADTV_3M_EUR;128645.467575996;3/18/2024
CN0A6F;HAINAN HAIYAO 'A';CNE0000004W8;6425113;;000566.SZ;ADTV_3M_EUR;6633496.56672512;3/18/2024
JP106F;DAIDO METAL;JP3491800003;6249896;;7245.T;ADTV_3M_EUR;640837.934221915;3/18/2024
488828;TITAN CEMENT INTERNATIONAL;BE0974338700;BJ8PD99;;TITCr.AT;ADTV_3M_EUR;1031929.449703;3/18/2024
B00RQ8;MAGNORA;NO0010187032;B00RQ80;;MGN.OL1;ADTV_3M_EUR;309144.632986478;3/18/2024
US30WL;VOYA FINANCIAL;US9290891004;BKWQ2N2;;VOYA.N;ADTV_3M_EUR;54470504.6248894;3/18/2024
TW502W;SWANCOR HOLDING;TW0003708004;BZCGBF2;;3708.TW;ADTV_3M_EUR;5563004.18955296;3/18/2024
NG20TY;DANGOTE SUGAR REFINERY;NGDANSUGAR02;B1HN0B9;;DANGSUG.LG;ADTV_3M_EUR;220802.616794043;3/18/2024
CN0EW9;Hainan Express 'A';CNE000000V48;6093598;;000886.SZ;ADTV_3M_EUR;7326567.53371177;3/18/2024
CN0JHZ;Guangtai Equip 'A';CNE000001QT0;B1LJQ59;;002111.SZ;ADTV_3M_EUR;6301061.15071842;3/18/2024
604413;RESORT TRUST;JP3974450003;6044132;;4681.T;ADTV_3M_EUR;4986748.13850725;3/18/2024
665768;OKI ELECTRIC IND.;JP3194000000;6657682;;6703.T;ADTV_3M_EUR;3448617.62800401;3/18/2024
TW00WL;ACement;TW0001102002;6056331;;1102.TW;ADTV_3M_EUR;5651301.73785383;3/18/2024
PK20GR;ATTOCK REFINERY;PK0024501014;6059341;;ATOR.PSX;ADTV_3M_EUR;1475927.97997239;3/18/2024
ZA20JU;HYPROP INVESTMENTS;ZAE000190724;BN8SXL8;;HYPJ.J;ADTV_3M_EUR;1244571.51981265;3/18/2024
KR008J;KB Financial Group Inc;KR7105560007;B3DF0Y6;;105560.KS;ADTV_3M_EUR;88540511.4880914;3/18/2024
CN0C0B;Northeast Secs 'A';CNE0000004H9;6504476;;000686.SZ;ADTV_3M_EUR;16901683.4671155;3/18/2024
EG20ZV;ORASCOM INVESTMENT HOLDING;EGS693V1C014;B7FN2H3;;OIH.CA;ADTV_3M_EUR;1319208.04795001;3/18/2024
465191;NOVO NORDISK B;DK0062498333;BP6KMJ1;;NOVOb.CO;ADTV_3M_EUR;289188341.728269;3/18/2024
CN0Y1Y;JIANGXI CPR. 'A';CNE0000019P0;6434551;;600362.SS;ADTV_3M_EUR;51443466.4989701;3/18/2024
KR409O;HL MANDO;KR7204320006;BQJZQJ8;;204320.KS;ADTV_3M_EUR;6802802.06325876;3/18/2024
CN0T7Z;Cyts Tours 'A';CNE000000V14;6088055;;600138.SS;ADTV_3M_EUR;28265786.944716;3/18/2024
MY405T;MATRIX CONCEPTS HOLDINGS;MYL5236OO004;BB2BGK9;;MATR.KL;ADTV_3M_EUR;529286.346022494;3/18/2024
407141;BANKINTER;ES0113679I37;5474008;;BKT.MC;ADTV_3M_EUR;24424451.920391;3/18/2024
CN1DV8;XINJIANG MCH.RESH.INST. 'A';CNE100000YS7;B56QKL7;;300159.SZ;ADTV_3M_EUR;9323097.15054838;3/18/2024
CN0UXQ;NS Aluminium 'A';CNE000001139;6203375;;600219.SS;ADTV_3M_EUR;28088266.3142265;3/18/2024
CN0FR5;CHINA RAILWAY MTRL. CMPNY 'A';CNE000000ZV9;6121369;;000927.SZ;ADTV_3M_EUR;11402821.8160407;3/18/2024
BR02PT;DIAGNOSTICOS DA AMERICA ON;BRDASAACNOR1;B03WBK9;;DASA3.SA;ADTV_3M_EUR;472432.047783956;3/18/2024
MY21VI;BERJAYA LAND;MYL4219OO001;B0RY9Y1;;BLAD.KL;ADTV_3M_EUR;910100.161523787;3/18/2024
MY50B0;7 ELEVEN MALAYSIA HOLDINGS;MYL5250OO005;BMN9S81;;SEVE.KL;ADTV_3M_EUR;6328.76094702219;3/18/2024
471310;RUBIS;FR0013269123;BDT88L2;;RUBF.PA1;ADTV_3M_EUR;5237017.10516574;3/18/2024
KR00HS;SK INNOVATION;KR7096770003;B232R05;;096770.KS;ADTV_3M_EUR;34146777.8016278;3/18/2024
IN03JR;Divis Lab;INE361B01024;6602518;;DIVI.BO;ADTV_3M_EUR;449357.964425966;3/18/2024
CN06EJ;Guangdong Meiyan Jix. Hyd.'A';CNE000000HB9;6398679;;600868.SS;ADTV_3M_EUR;5427805.22917923;3/18/2024
US40YO;IQVIA HOLDINGS INC;US46266C1053;BDR73G1;;IQV.N;ADTV_3M_EUR;213786053.927947;3/18/2024
US03OD;FORTINET;US34959E1091;B5B2106;;FTNT.OQ;ADTV_3M_EUR;382488297.542471;3/18/2024
PH04AK;Metropolitan Bank & Trust;PHY6028G1361;6514442;;MBT.PS;ADTV_3M_EUR;2919110.35607796;3/18/2024
KR40GV;DY POWER;KR7210540001;BSP5XH3;;210540.KS;ADTV_3M_EUR;465889.410480568;3/18/2024
B0KM9T;STHREE;GB00B0KM9T71;B0KM9T7;;STEMS.L;ADTV_3M_EUR;1271168.81395247;3/18/2024
547311;PEKAO;PLPEKAO00016;5473113;;PEO.WA;ADTV_3M_EUR;21091504.7591461;3/18/2024
ESE;ESCO TECHS.;US2963151046;2321583;;ESE.N;ADTV_3M_EUR;11003822.5422109;3/18/2024
CN02WX;AIR CHINA LIMITED 'A';CNE000001NN0;B1B8WM5;;601111.SS;ADTV_3M_EUR;54891354.5702711;3/18/2024
625313;DAIICHIKOSHO;JP3475200006;6253132;;7458.T;ADTV_3M_EUR;3194135.88629133;3/18/2024
262611;Crescent Point Energy Corp.;CA22576C1014;B67C8W8;;CPG.TO;ADTV_3M_EUR;20490548.1408375;3/18/2024
635670;Fujikura Ltd.;JP3811000003;6356707;;5803.T;ADTV_3M_EUR;22303477.3782805;3/18/2024
655470;INFRONEER Holdings;JP3153850007;BLGYFQ3;;5076.T;ADTV_3M_EUR;7111931.5206562;3/18/2024
JP401D;AI HOLDINGS;JP3105090009;B1TK201;;3076.T;ADTV_3M_EUR;1964110.68164148;3/18/2024
587183;UBISOFT ENTERTAINMENT;FR0000054470;B1L3CS6;;UBIP.PA1;ADTV_3M_EUR;11806493.9797465;3/18/2024
624226;Jardine Cycle & Carriage Ltd.;SG1B51001017;6242260;;JCYC.SI;ADTV_3M_EUR;10515413.600443;3/18/2024
TW02OF;Compeq Mftg;TW0002313004;6215273;;2313.TW;ADTV_3M_EUR;65348294.7231836;3/18/2024
IN02MT;Bharat Petroleum;INE029A01011;6099723;;BPCL.BO;ADTV_3M_EUR;3999227.33423379;3/18/2024
GB4061;PETS AT HOME PLC;GB00BJ62K685;BJ62K68;;PETSP.L;ADTV_3M_EUR;4301059.83431382;3/18/2024
521827;GRUPO CATALANA OCCIDENTE;ES0116920333;B188XC5;;GCO.MC;ADTV_3M_EUR;632041.361495887;3/18/2024
KR040F;Sung Kwang Bend;KR7014620009;6321051;;014620.KQ;ADTV_3M_EUR;1616755.55454177;3/18/2024
TW030S;Synnex;TW0002347002;6868439;;2347.TW;ADTV_3M_EUR;8370623.35144974;3/18/2024
CN1A6G;SHANDONG YISHENG LIVE & POULTR;CNE100000SC3;B418583;;002458.SZ;ADTV_3M_EUR;16700785.3763009;3/18/2024
IN09U8;SHRIRAM FINANCE;INE721A01013;6802608;;SHMF.BO;ADTV_3M_EUR;2138289.90772838;3/18/2024
B0HZGR;STARHILL GLOBAL REIT;SG1S18926810;B0HZGR6;;STHL.SI;ADTV_3M_EUR;459163.747147268;3/18/2024
CN0739;Union Hldgs 'A';CNE000000G13;6844592;;000036.SZ;ADTV_3M_EUR;6521890.69096338;3/18/2024
TH00IS;Thai Oil PCL;TH0796010005;B0300P1;;TOP.BK;ADTV_3M_EUR;12025012.9218647;3/18/2024
ID0094;United Tractors Tbk PT;ID1000058407;6230845;;UNTR.JK;ADTV_3M_EUR;5074642.9709343;3/18/2024
CN15BG;Wuhan Jianmin 'A';CNE000001HB7;B00R3R8;;600976.SS;ADTV_3M_EUR;17226433.851449;3/18/2024
042186;NEXT;GB0032089863;3208986;;NXT.L;ADTV_3M_EUR;39904893.0303163;3/18/2024
MY20WI;EVERGREEN FIBREBOARD;MYL5101OO000;B06HC42;;EVGN.KL;ADTV_3M_EUR;38313.7357577744;3/18/2024
HK11OR;ORIENTAL WATCH HDG.;BMG6773R1051;6660969;;0398.HK;ADTV_3M_EUR;211467.984662907;3/18/2024
TW00F4;Taiwan Mobile Co Ltd;TW0003045001;6290496;;3045.TW;ADTV_3M_EUR;8097811.58883998;3/18/2024
665118;NTN Corp.;JP3165600002;6651189;;6472.T;ADTV_3M_EUR;10530207.3277375;3/18/2024
KR12HV;SEOYEON;KR7007860000;6172691;;007860.KS;ADTV_3M_EUR;7422270.28123291;3/18/2024
IN007C;ITC Ltd;INE154A01025;B0JGGP5;;ITC.BO;ADTV_3M_EUR;37316400.4785993;3/18/2024
624439;Metcash Ltd.;AU000000MTS0;B0744W4;;MTS.AX;ADTV_3M_EUR;8003710.79576248;3/18/2024
